Table_Name,Num_Columns,Num_PKs,Table_Type,Num_Numeric,Num_Text,Num_Date,Pct_Numeric,Pct_Text,Pct_Date,PK_Ratio,Has_Code_Prefix,Has_Measure_Prefix,Num_Key_Like,Num_Measure_Like
DEFMO_COMM_QUOT,17,6,1,8,6,3,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.35294117647058826,0,0,7,2
DEFMO_CONC_QUOT,72,7,1,27,35,10,0.375,0.4861111111111111,0.1388888888888889,0.09722222222222222,0,0,38,8
DEFMO_DECS_CONC_QUOT,20,6,1,3,10,7,0.15,0.5,0.35,0.3,0,0,12,0
DEFMO_DECS_OPRT_QUOT,32,7,1,4,14,14,0.125,0.4375,0.4375,0.21875,0,0,17,1
DEFMO_GARN_QUOT,24,6,1,8,12,4,0.3333333333333333,0.5,0.16666666666666666,0.25,0,0,16,2
DEFMO_MULT_INDC_QUOT,13,6,1,6,4,3,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.46153846153846156,0,0,6,0
DEFMO_OPRT_QUOT,116,6,1,76,35,5,0.6551724137931034,0.3017241379310345,0.04310344827586207,0.05172413793103448,0,0,38,57
DEFMO_POOL_QUOT,18,6,1,8,4,6,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.3333333333333333,0,0,5,6
DETL_RPA_HIST,16,4,1,5,9,2,0.3125,0.5625,0.125,0.25,0,0,10,1
DETL_TYPE_EVNM,7,3,0,3,4,0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0,1,4,0
DIGT_ASSR_IARD,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_CANL_SELF,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_CANL_SOUS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_CANL_VENT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_CLNT_PRSP,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_COLL_CLNT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_FAML_TERML,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_INIT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_OS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_SEGM,4,3,0,0,4,0,0.0,1.0,0.0,0.75,0,0,3,0
DIGT_TECH,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_TYPE_MARC,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DIGT_TYPE_PERS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
DOCM_CCLI_QUOT,27,6,1,4,15,8,0.14814814814814814,0.5555555555555556,0.2962962962962963,0.2222222222222222,0,0,16,0
DOCM_PERS,13,5,1,3,9,1,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.38461538461538464,0,0,10,0
DONN_COMP_PRST,23,4,1,1,17,4,0.043478260869565216,0.7391304347826086,0.17391304347826086,0.17391304347826086,0,0,16,1
DOSS_CIBL,13,4,1,4,9,0,0.3076923076923077,0.6923076923076923,0.0,0.3076923076923077,0,0,9,0
DOSS_CONT_NUMR_DELT,40,3,1,4,30,6,0.1,0.75,0.15,0.075,0,0,30,0
DOSS_DRC_NUMR_DELT,37,3,1,3,28,6,0.08108108108108109,0.7567567567567568,0.16216216216216217,0.08108108108108109,0,0,24,0
DOSS_SUPP,3,3,1,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0,0,2,0
DPLT_CANAL_DISTRIBUTION,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,1,0
DPLT_CATG_EMPR_CRDT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_ACTV_PRINC_ETAB,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_ANNULATION,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_BAFI,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
DPLT_CODE_CATEG_JURD,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_CATEG_SIT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_CLASSE_BAFI,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
